timestamp,open,high,low,close,volume
2022-08-14 04:00:00,24571.82,25023.89,24498.7,24873.83,217.80338
2022-08-14 08:00:00,24865.99,24874.52,24529.11,24567.72,205.761853
2022-08-14 12:00:00,24561.82,24593.33,24405.93,24523.53,163.478414
2022-08-14 16:00:00,24523.53,24558.53,24147.32,24285.71,394.148751
2022-08-14 20:00:00,24280.12,24432.27,24176.86,24302.12,238.790642
2022-08-15 00:00:00,24304.85,25203.74,24167.17,24865.67,408.429087
2022-08-15 04:00:00,24864.53,24980.58,23951.92,24025.76,488.748859
2022-08-15 08:00:00,24022.73,24309.24,23878.28,24052.27,468.117248
2022-08-15 12:00:00,24050.94,24258.8,23909.88,24233.55,525.347544
2022-08-15 16:00:00,24230.42,24281.01,23962.89,23981.19,330.416251
2022-08-15 20:00:00,23982.21,24190.68,23774.26,24091.64,398.298324
2022-08-16 00:00:00,24086.4,24246.26,23855.88,24090.13,293.785812
2022-08-16 04:00:00,24085.51,24142.44,23800.0,24067.82,171.857032
2022-08-16 08:00:00,24068.84,24145.63,23974.67,24037.33,275.562338
2022-08-16 12:00:00,24036.29,24086.67,23668.3,23900.47,553.747211
2022-08-16 16:00:00,23899.34,24048.55,23694.23,23934.36,484.495016
2022-08-16 20:00:00,23934.36,23994.94,23811.07,23855.92,410.079055
2022-08-17 00:00:00,23852.36,24079.76,23830.28,24006.31,463.959877
2022-08-17 04:00:00,24006.26,24440.72,23763.45,23786.88,480.380121
2022-08-17 08:00:00,23791.39,23911.17,23692.93,23742.86,403.371199
2022-08-17 12:00:00,23742.32,23760.64,23327.22,23392.1,460.21279
2022-08-17 16:00:00,23396.17,23631.34,23241.2,23277.47,299.15159
2022-08-17 20:00:00,23281.65,23410.67,23184.59,23348.83,170.180373
2022-08-18 00:00:00,23349.03,23511.99,23290.32,23435.62,149.107202
2022-08-18 04:00:00,23434.59,23464.89,23329.32,23405.49,102.451172
2022-08-18 08:00:00,23415.57,23574.86,23347.49,23524.65,125.327175
2022-08-18 12:00:00,23535.7,23594.25,23360.3,23459.98,214.447364
2022-08-18 16:00:00,23455.38,23471.23,23240.41,23352.28,199.333428
2022-08-18 20:00:00,23343.34,23443.7,23121.09,23195.31,160.848986
2022-08-19 00:00:00,23188.04,23205.55,22713.09,22772.0,357.350761
2022-08-19 04:00:00,22765.54,22829.93,21440.68,21909.27,573.408215
2022-08-19 08:00:00,21898.88,21903.22,21272.55,21472.09,813.63432
2022-08-19 12:00:00,21465.82,21598.74,21259.21,21445.03,733.014012
2022-08-19 16:00:00,21444.48,21657.86,21149.14,21329.89,593.564282
2022-08-19 20:00:00,21323.78,21381.5,20775.0,20832.56,1007.557309
2022-08-20 00:00:00,20829.28,21200.0,20796.7,21144.17,439.858272
2022-08-20 04:00:00,21136.39,21361.92,21078.7,21304.95,390.920701
2022-08-20 08:00:00,21303.8,21307.93,21122.46,21240.17,237.229664
2022-08-20 12:00:00,21229.88,21342.19,21202.07,21302.42,173.579161
2022-08-20 16:00:00,21302.66,21354.61,20943.8,20981.34,264.323862
2022-08-20 20:00:00,20981.34,21243.39,20769.64,21138.83,323.085999
2022-08-21 00:00:00,21136.48,21326.61,21122.57,21198.49,129.479702
2022-08-21 04:00:00,21204.81,21277.37,21069.15,21250.07,100.303866
2022-08-21 08:00:00,21248.07,21557.36,21229.25,21532.8,153.274056
2022-08-21 12:00:00,21543.34,21577.83,21324.14,21419.24,81.276509
2022-08-21 16:00:00,21420.44,21555.0,21331.75,21505.0,82.104738
2022-08-21 20:00:00,21519.31,21790.22,21281.14,21509.5,225.433691
2022-08-22 00:00:00,21519.5,21525.82,21371.26,21416.13,331.286497
2022-08-22 04:00:00,21412.49,21491.42,21064.51,21103.94,238.587429
2022-08-22 08:00:00,21099.34,21335.88,20900.0,21246.55,394.9136
2022-08-22 12:00:00,21250.05,21431.35,21090.99,21399.5,357.575695
2022-08-22 16:00:00,21414.32,21535.0,20970.13,21055.77,217.624867
2022-08-22 20:00:00,21055.77,21421.07,21044.75,21400.46,191.956551
2022-08-23 00:00:00,21397.82,21465.14,21224.65,21239.67,157.719642
2022-08-23 04:00:00,21246.31,21314.0,20898.09,21307.06,201.242324
2022-08-23 08:00:00,21308.0,21548.38,21285.94,21453.88,270.646828
2022-08-23 12:00:00,21457.47,21678.28,21330.0,21479.86,269.29487
2022-08-23 16:00:00,21479.59,21595.33,21361.95,21523.71,146.770812
2022-08-23 20:00:00,21520.51,21650.0,21435.66,21524.41,157.730364
2022-08-24 00:00:00,21529.3,21551.5,21153.84,21266.3,361.041318
